id,year,party,candidate,votecount,votepercent,elected,incumbent,leanvsprovince,leanvsfederal
59033,2021,CPC,Syed Mohsin,5758,15.7,no,no,-17.43604921,-18.04033117
59033,2021,PPC,Pamela Singh,967,2.6,no,no,-2.280496868,-2.33707293
59034,2021,LPC,Hedy Fry,20873,40.4,yes,yes,13.52584867,7.77965403
59034,2021,NDP,Breen Ouellette,15869,30.7,no,no,1.376569879,12.87503414
59034,2021,CPC,Harry Cockell,11162,21.6,no,no,-11.53604921,-12.14033117
59034,2021,GPC,Alaric Paivarinta,2030,3.9,no,no,-1.483723729,1.569470842
59034,2021,PPC,Taylor Singleton-Fookes,1683,3.3,no,no,-1.580496868,-1.63707293
59035,2021,NDP,Jenny Kwan,27969,56.4,yes,yes,27.07656988,38.57503414
59035,2021,LPC,Josh Vander Vies,9797,19.8,no,no,-7.074151335,-12.82034597
59035,2021,CPC,Mauro Francis,5399,10.9,no,no,-22.23604921,-22.84033117
59035,2021,GPC,Cheryl Matthew,3826,7.7,no,no,2.316276271,5.369470842
59035,2021,PPC,Karin Litzcke,1382,2.8,no,no,-2.080496868,-2.13707293
59036,2021,LPC,Taleeb Noormohamed,17050,34.4,yes,no,7.525848665,1.77965403
59036,2021,NDP,Anjali Appadurai,16619,33.5,no,no,4.176569879,15.67503414
59036,2021,CPC,Kailin Che,13280,26.8,no,no,-6.33604921,-6.940331167
59036,2021,GPC,Imtiaz Popat,1434,2.9,no,no,-2.483723729,0.569470842
59036,2021,PPC,Damian Jewett,1177,2.4,no,no,-2.480496868,-2.53707293
59038,2021,NDP,Don Davies,20994,52.3,yes,yes,22.97656988,34.47503414
59038,2021,LPC,Virginia Bremner,11022,27.4,no,no,0.525848665,-5.22034597
59038,2021,CPC,Carson Binda,5456,13.6,no,no,-19.53604921,-20.14033117
59038,2021,GPC,Farrukh Chishtie,1575,3.9,no,no,-1.483723729,1.569470842
59038,2021,PPC,Jeremy MacKenzie,868,2.2,no,no,-2.680496868,-2.73707293
59039,2021,LPC,Joyce Murray,20814,43.6,yes,yes,16.72584867,10.97965403
59039,2021,CPC,Brad Armstrong,13786,28.9,no,no,-4.23604921,-4.840331167
59039,2021,NDP,Naden Abenes,9220,19.3,no,no,-10.02343012,1.475034136
59039,2021,GPC,Devyani Singh,2922,6.1,no,no,0.716276271,3.769470842
59039,2021,PPC,Renate Siekmann,963,2,no,no,-2.880496868,-2.93707293
59040,2021,LPC,Harjit S. Sajjan,19910,49.4,yes,yes,22.52584867,16.77965403
59040,2021,NDP,Sean McQuillan,9922,24.6,no,no,-4.723430121,6.775034136
59040,2021,CPC,Sukhbir Singh Gill,9060,22.5,no,no,-10.63604921,-11.24033117
59040,2021,PPC,Anthony Cook,1104,2.7,no,no,-2.180496868,-2.23707293
59041,2021,NDP,Laurel Collins,29301,43.9,yes,yes,14.57656988,26.07503414
59041,2021,LPC,Nikki Macdonald,18194,27.3,no,no,0.425848665,-5.32034597
59041,2021,CPC,Hannah Hodson,9152,13.7,no,no,-19.43604921,-20.04033117
59041,2021,GPC,Nick Loughton,7472,11.2,no,no,5.816276271,8.869470842
59041,2021,PPC,John Randal Phipps,2065,3.1,no,no,-1.780496868,-1.83707293
59042,2021,LPC,Patrick Weiler,21500,33.9,yes,yes,7.025848665,1.27965403
59042,2021,CPC,John Weston,19062,30,no,no,-3.13604921,-3.740331167
59042,2021,NDP,Avi Lewis,16265,25.6,no,no,-3.723430121,7.775034136
59042,2021,GPC,Mike Simpson,4108,6.5,no,no,1.116276271,4.169470842
59042,2021,PPC,Doug Bebb,2299,3.6,no,no,-1.280496868,-1.33707293
60001,2021,LPC,Brendan Hanley,6471,33.3,yes,no,-0.045357106,0.67965403
60001,2021,CPC,Barbara Dunlop,5096,26.3,no,no,0.040080388,-7.440331167
60001,2021,NDP,Lisa Vollans-Leduc,4354,22.4,no,no,-0.036359889,4.575034136
60001,2021,Other,Jonas Jacot Smith,2639,13.6,no,no,0.001113058,13.44968513
60001,2021,GPC,Lenore Morris,846,4.4,no,no,0.040523549,2.069470842
61001,2021,LPC,Michael McLeod,5387,38.2,yes,yes,-0.019226676,5.57965403
61001,2021,NDP,Kelvin Kotchilea,4558,32.3,no,no,-0.037708407,14.47503414
61001,2021,CPC,Lea Anne Mollison,2031,14.4,no,no,-0.009365023,-19.34033117
61001,2021,Other,Jane Groenewegen,1791,12.7,no,no,-0.006633558,12.54968513
61001,2021,GPC,Roland Laufer,328,2.3,no,no,-0.027066336,-0.030529158
62001,2021,NDP,Lori Idlout,3427,47.7,yes,no,0.029948532,29.87503414
62001,2021,LPC,Pat Angnakak,2578,35.9,no,no,0.039657811,3.27965403
62001,2021,CPC,Laura Mackenzie,1184,16.5,no,no,0.030393657,-17.24033117
