id,year,party,candidate,votecount,votepercent,elected,incumbent,leanvsprovince,leanvsfederal
48002,2021,CPC,Damien Kurek,41819,71.3,yes,yes,15.94288563,37.55966883
48002,2021,NDP,Tonya Ratushniak,5761,9.8,no,no,-9.262122219,-8.024965864
48002,2021,PPC,Dennis Trepanier,5440,9.3,no,no,1.967397119,4.36292707
48002,2021,LPC,Leah Diane McLeod,2515,4.3,no,no,-11.11324149,-28.32034597
48002,2021,Other,Jeff Golka,2393,4.1,no,no,3.959965241,3.949685131
48002,2021,GPC,Daniel Brisbin,554,0.9,no,no,0.000247081,-1.430529158
48003,2021,CPC,Martin Shields,35676,69.8,yes,yes,14.44288563,36.05966883
48003,2021,PPC,Jonathan Bridges,5108,10,no,no,2.667397119,5.06292707
48003,2021,NDP,Michael MacLean,4726,9.2,no,no,-9.862122219,-8.624965864
48003,2021,LPC,Getu Shawile,3869,7.6,no,no,-7.813241493,-25.02034597
48003,2021,Other,Orrin Bliss,1368,2.7,no,no,2.559965241,2.549685131
48004,2021,CPC,Greg McLean,30375,51.3,yes,yes,-4.057114368,17.55966883
48004,2021,LPC,Sabrina Grover,17593,29.7,no,no,14.28675851,-2.92034597
48004,2021,NDP,Juan Estevez Moreno,9694,16.4,no,no,-2.662122219,-1.424965864
48004,2021,GPC,Austin Mullins,971,1.6,no,no,0.700247081,-0.730529158
48005,2021,CPC,Len Webber,28367,46,yes,yes,-9.357114368,12.25966883
48005,2021,LPC,Murray Sigler,17560,28.5,no,no,13.08675851,-4.12034597
48005,2021,NDP,Gulshan Akter,10561,17.1,no,no,-1.962122219,-0.724965864
48005,2021,PPC,Edward Gao,2670,4.3,no,no,-3.032602881,-0.63707293
48005,2021,GPC,Natalie Odd,2295,3.7,no,no,2.800247081,1.369470842
48006,2021,CPC,Jasraj Singh Hallan,15434,44.5,yes,yes,-10.85711437,10.75966883
48006,2021,LPC,Jordan Stein,9608,27.7,no,no,12.28675851,-4.92034597
48006,2021,NDP,Keira Gunn,6254,18.1,no,no,-0.962122219,0.275034136
48006,2021,PPC,Dwayne Holub,2468,7.1,no,no,-0.232602881,2.16292707
48006,2021,GPC,Carey Rutherford,699,2,no,no,1.100247081,-0.330529158
48007,2021,CPC,Bob Benzen,30870,57.7,yes,yes,2.342885632,23.95966883
48007,2021,NDP,Kathleen M. Johnson,9320,17.4,no,no,-1.662122219,-0.424965864
48007,2021,LPC,Scott Forsyth,8960,16.7,no,no,1.286758507,-15.92034597
48007,2021,PPC,Bailey Bedard,2682,5,no,no,-2.332602881,0.06292707
48007,2021,GPC,Malka Labell,766,1.4,no,no,0.500247081,-0.930529158
48008,2021,CPC,Stephanie Kusie,39147,60.7,yes,yes,5.342885632,26.95966883
48008,2021,NDP,Gurmit Bhachu,11826,18.3,no,no,-0.762122219,0.475034136
48008,2021,LPC,Zarnab Zafar,7947,12.3,no,no,-3.113241493,-20.32034597
48008,2021,PPC,Jonathan Hagel,3930,6.1,no,no,-1.232602881,1.16292707
48008,2021,GPC,Shaun T. Pulsifer,868,1.3,no,no,0.400247081,-1.030529158
48009,2021,CPC,Michelle Rempel Garner,28001,55.6,yes,yes,0.242885632,21.85966883
48009,2021,LPC,Jessica Dale-Walker,10311,20.5,no,no,5.086758507,-12.12034597
48009,2021,NDP,Khalis Ahmed,8500,16.9,no,no,-2.162122219,-0.924965864
48009,2021,PPC,Kyle Scott,2324,4.6,no,no,-2.732602881,-0.33707293
48009,2021,GPC,Judson Hansell,636,1.3,no,no,0.400247081,-1.030529158
48010,2021,CPC,Pat Kelly,36034,54.5,yes,yes,-0.857114368,20.75966883
48010,2021,LPC,Shahnaz Munir,14693,22.2,no,no,6.786758507,-10.42034597
48010,2021,NDP,Jena Dianne Kieren,10748,16.3,no,no,-2.762122219,-1.524965864
48010,2021,PPC,Rory MacLeod,3003,4.5,no,no,-2.832602881,-0.43707293
48010,2021,GPC,Catriona Wright,1052,1.6,no,no,0.700247081,-0.730529158
48011,2021,CPC,Tom Kmiec,44411,60.4,yes,yes,5.042885632,26.65966883
48011,2021,NDP,Raj Jessel,12103,16.5,no,no,-2.562122219,-1.324965864
48011,2021,LPC,Cam Macdonald,10303,14,no,no,-1.413241493,-18.62034597
48011,2021,PPC,Ron Vaillant,4284,5.8,no,no,-1.532602881,0.86292707
48011,2021,GPC,Evelyn Tanaka,1300,1.8,no,no,0.900247081,-0.530529158
48012,2021,CPC,Ron Liepert,35217,59,yes,yes,3.642885632,25.25966883
48012,2021,LPC,Shawn Duncan,11106,18.6,no,no,3.186758507,-14.02034597
48012,2021,NDP,Patrick King,8863,14.8,no,no,-4.262122219,-3.024965864
48012,2021,PPC,Nick Debrey,2859,4.8,no,no,-2.532602881,-0.13707293
48012,2021,GPC,Keiran Corrigall,1094,1.8,no,no,0.900247081,-0.530529158
48013,2021,LPC,George Chahal,20092,42.4,yes,no,26.98675851,9.77965403
48013,2021,CPC,Jag Sahota,17111,36.1,no,yes,-19.25711437,2.359668833
48013,2021,NDP,Gurinder Singh Gill,7690,16.2,no,no,-2.862122219,-1.624965864
48013,2021,PPC,Harry Dhillon,1720,3.6,no,no,-3.732602881,-1.33707293
48013,2021,GPC,Janna So,432,0.9,no,no,0.000247081,-1.430529158
48014,2021,LPC,Randy Boissonnault,16560,33.7,yes,no,18.28675851,1.07965403
48014,2021,CPC,James Cumming,15945,32.4,no,yes,-22.95711437,-1.340331167
48014,2021,NDP,Heather MacKenzie,14171,28.8,no,no,9.737877781,10.97503414
48014,2021,PPC,Brock Crocker,2094,4.3,no,no,-3.032602881,-0.63707293
48015,2021,NDP,Blake Desjarlais,17457,40.5,yes,no,21.43787778,22.67503414
48015,2021,CPC,Kerry Diotte,15957,37.1,no,yes,-18.25711437,3.359668833
48015,2021,LPC,Habiba Mohamud,5979,13.9,no,no,-1.513241493,-18.72034597
48015,2021,PPC,Thomas Matty,2617,6.1,no,no,-1.232602881,1.16292707
48015,2021,GPC,Heather Lau,538,1.2,no,no,0.300247081,-1.130529158
48016,2021,CPC,Ziad Aboultaif,20219,41.1,yes,yes,-14.25711437,7.359668833
48016,2021,NDP,Charmaine St. Germain,14999,30.5,no,no,11.43787778,12.67503414
48016,2021,LPC,Donna Lynn Smith,10468,21.3,no,no,5.886758507,-11.32034597
48016,2021,PPC,Martin Halvorson,3407,6.9,no,no,-0.432602881,1.96292707
48017,2021,CPC,Tim Uppal,18392,37.9,yes,yes,-17.45711437,4.159668833
48017,2021,LPC,Ben Henderson,16499,34,no,no,18.58675851,1.37965403
48017,2021,NDP,Nigel Logan,10553,21.8,no,no,2.737877781,3.975034136
48017,2021,PPC,Paul Edward McCormack,2898,6,no,no,-1.332602881,1.06292707
48018,2021,CPC,Matt Jeneroux,25702,45.1,yes,yes,-10.25711437,11.35966883
48018,2021,LPC,Tariq Chaudary,14169,24.9,no,no,9.486758507,-7.72034597
48018,2021,NDP,Shawn Gray,14154,24.9,no,no,5.837877781,7.075034136
48018,2021,PPC,Jennifer Peace,2142,3.8,no,no,-3.532602881,-1.13707293
48018,2021,GPC,Melanie Hoffman,761,1.3,no,no,0.400247081,-1.030529158
48019,2021,NDP,Heather McPherson,31690,60.7,yes,yes,41.63787778,42.87503414
48019,2021,CPC,Tunde Obasan,13310,25.5,no,no,-29.85711437,-8.240331167
48019,2021,LPC,Hibo Mohamed,3948,7.6,no,no,-7.813241493,-25.02034597
48019,2021,PPC,Wes Janke,2366,4.5,no,no,-2.832602881,-0.43707293
48019,2021,GPC,Kelly Green,634,1.2,no,no,0.300247081,-1.130529158
48020,2021,CPC,Kelly McCauley,25278,45.1,yes,yes,-10.25711437,11.35966883
48020,2021,NDP,Sandra Hunter,14190,25.3,no,no,6.237877781,7.475034136
48020,2021,LPC,Adam Wilson Brown,13016,23.2,no,no,7.786758507,-9.42034597
48020,2021,PPC,Brent Kinzel,3354,6,no,no,-1.332602881,1.06292707
48021,2021,CPC,Mike Lake,48340,55.7,yes,yes,0.342885632,21.95966883
48021,2021,NDP,Hugo Charles,18259,21,no,no,1.937877781,3.175034136
48021,2021,LPC,Ron Thiering,12229,14.1,no,no,-1.313241493,-18.52034597
48021,2021,PPC,Tyler Beauchamp,7670,8.8,no,no,1.467397119,3.86292707
48022,2021,CPC,John Barlow,44456,69.2,yes,yes,13.84288563,35.45966883
48022,2021,NDP,Michelle Traxel,7117,11.1,no,no,-7.962122219,-6.724965864
48022,2021,PPC,Daniel Hunter,5111,8,no,no,0.667397119,3.06292707
48022,2021,LPC,Paula Shimp,4441,6.9,no,no,-8.513241493,-25.72034597
48022,2021,Other,Josh Wylie,2289,3.6,no,no,3.459965241,3.449685131
48022,2021,GPC,Brett Rogers,802,1.2,no,no,0.300247081,-1.130529158
48023,2021,CPC,Laila Goodridge,29242,67.8,yes,no,12.44288563,34.05966883
48023,2021,PPC,Shawn McDonald,5481,12.7,no,no,5.367397119,7.76292707
48023,2021,NDP,Garnett Robinson,4377,10.1,no,no,-8.962122219,-7.724965864
48023,2021,LPC,Abdifatah Abdi,3060,7.1,no,no,-8.313241493,-25.52034597
48023,2021,GPC,Brian Deheer,423,1,no,no,0.100247081,-1.330529158
48024,2021,CPC,Chris Warkentin,36361,68.4,yes,yes,13.04288563,34.65966883
48024,2021,NDP,Jennifer Villebrun,6462,12.2,no,no,-6.862122219,-5.624965864
48024,2021,PPC,Shawn McLean,5411,10.2,no,no,2.867397119,5.26292707
48024,2021,LPC,Dan Campbell,2397,4.5,no,no,-10.91324149,-28.12034597
48024,2021,Other,Ambrose Ralph,2195,4.1,no,no,3.959965241,3.949685131
48025,2021,CPC,Shannon Stubbs,36557,69.4,yes,yes,14.04288563,35.65966883
48025,2021,PPC,Ann McCormack,5827,11.1,no,no,3.767397119,6.16292707
48025,2021,NDP,Des Bissonnette,5519,10.5,no,no,-8.562122219,-7.324965864
48025,2021,LPC,John Turvey,2610,5,no,no,-10.41324149,-27.62034597
48025,2021,Other,Fred Sirett,1674,3.2,no,no,3.059965241,3.049685131
48025,2021,GPC,Kira Brunner,464,0.9,no,no,0.000247081,-1.430529158
48026,2021,CPC,Rachael Harder,32817,55.6,yes,yes,0.242885632,21.85966883
48026,2021,NDP,Elaine Perez,11386,19.3,no,no,0.237877781,1.475034136
48026,2021,LPC,Devon Hargreaves,8928,15.1,no,no,-0.313241493,-17.52034597
48026,2021,PPC,Kimmie Hovan,4097,6.9,no,no,-0.432602881,1.96292707
48026,2021,Other,Kim Siever,1179,2,no,no,1.859965241,1.849685131
48027,2021,CPC,Glen Motz,31648,65.4,yes,no,10.04288563,31.65966883
48027,2021,NDP,Jocelyn Stenger,6816,14.1,no,no,-4.962122219,-3.724965864
48027,2021,PPC,Brodie Heidinger,4484,9.3,no,yes,1.967397119,4.36292707
48027,2021,LPC,Hannah Wilson,3515,7.3,no,no,-8.113241493,-25.32034597
48027,2021,Other,Geoff Shoesmith,1226,2.5,no,no,2.359965241,2.349685131
48027,2021,GPC,Diandra Bruised Head,725,1.5,no,no,0.600247081,-0.830529158
48028,2021,CPC,Arnold Viersen,29486,63,yes,yes,7.642885632,29.25966883
48028,2021,NDP,Gail Ungstad,6019,12.9,no,no,-6.162122219,-4.924965864
48028,2021,PPC,Darryl Boisson,5916,12.6,no,no,5.267397119,7.66292707
48028,2021,Other,Colin Krieger,2573,5.5,no,no,5.359965241,5.349685131
48028,2021,LPC,Leslie Penny,2431,5.2,no,no,-10.21324149,-27.42034597
48028,2021,GPC,Jordan Francis MacDougall,364,0.8,no,no,-0.099752919,-1.530529158
48030,2021,CPC,Blaine Calkins,39805,64.2,yes,yes,8.842885632,30.45966883
48030,2021,NDP,Tanya Heyden-Kaye,8806,14.2,no,no,-4.862122219,-3.624965864
48030,2021,PPC,Megan Lim,7893,12.7,no,no,5.367397119,7.76292707
48030,2021,LPC,David Ondieki,3704,6,no,no,-9.413241493,-26.62034597
48029,2021,CPC,Earl Dreeshen,40680,64.2,yes,yes,8.842885632,30.45966883
48029,2021,NDP,Marie Grabowski,8826,13.9,no,no,-5.162122219,-3.924965864
48029,2021,PPC,Kelly Lorencz,7581,12,no,no,4.667397119,7.06292707
48029,2021,LPC,Olumide Adewumi,4084,6.4,no,no,-9.013241493,-26.22034597
48029,2021,Other,Mark Wilcox,1640,2.6,no,no,2.459965241,2.449685131
48031,2021,CPC,Michael Cooper,29652,47.6,yes,yes,-7.757114368,13.85966883
48031,2021,NDP,Kathleen Mpulubusi,17816,28.6,no,no,9.537877781,10.77503414
48031,2021,LPC,Greg Springate,11188,17.9,no,no,2.486758507,-14.72034597
48031,2021,PPC,Brigitte Cecelia,3684,5.9,no,no,-1.432602881,0.96292707
48032,2021,CPC,Garnett Genuis,41092,57.6,yes,yes,2.242885632,23.85966883
48032,2021,NDP,Aidan Bradley Theroux,14740,20.6,no,no,1.537877781,2.775034136
48032,2021,LPC,Tanya Holm,8730,12.2,no,no,-3.213241493,-20.42034597
48032,2021,PPC,John Wetterstrand,5004,7,no,no,-0.332602881,2.06292707
48032,2021,GPC,Sheldon Jonah Perris,700,1,no,no,0.100247081,-1.330529158
48033,2021,CPC,Dane Lloyd,40957,61.6,yes,yes,6.242885632,27.85966883
48033,2021,NDP,Kendra Mills,12532,18.9,no,no,-0.162122219,1.075034136
48033,2021,PPC,Murray MacKinnon,6671,10,no,no,2.667397119,5.06292707
48033,2021,LPC,Irene Walker,4579,6.9,no,no,-8.513241493,-25.72034597
48033,2021,Other,Jeff Dunham,1240,1.9,no,no,1.759965241,1.749685131
48034,2021,CPC,Gerald Soroka,33603,66.2,yes,yes,10.84288563,32.45966883
48034,2021,PPC,Michael Manchen,6475,12.7,no,no,5.367397119,7.76292707
48034,2021,NDP,Guillaume Roy,5977,11.8,no,no,-7.262122219,-6.024965864
48034,2021,LPC,Sheila Schumacher,2829,5.6,no,no,-9.813241493,-27.02034597
48034,2021,Other,Todd Muir,1761,3.5,no,no,3.359965241,3.349685131
59001,2021,CPC,Ed Fast,21597,47.9,yes,yes,14.76395079,14.15966883
59001,2021,LPC,Navreen Gill,10907,24.2,no,no,-2.674151335,-8.42034597
59001,2021,NDP,dharmasena yakandawela,7729,17.2,no,no,-12.12343012,-0.624965864
59001,2021,PPC,Kevin Sinclair,3300,7.3,no,no,2.419503132,2.36292707
59001,2021,GPC,Stephen Fowler,1517,3.4,no,no,-1.983723729,1.069470842
59002,2021,LPC,Terry Beech,19445,39.5,yes,yes,12.62584867,6.87965403
59002,2021,NDP,Jim Hanson,14318,29.1,no,no,-0.223430121,11.27503414
59002,2021,CPC,Kelsey Shein,12535,25.5,no,no,-7.63604921,-8.240331167
59002,2021,GPC,Peter Dolling,1516,3.1,no,no,-2.283723729,0.769470842
59002,2021,PPC,Brad Nickerson,1370,2.8,no,no,-2.080496868,-2.13707293
59003,2021,NDP,Jagmeet Singh,16382,40.3,yes,yes,10.97656988,22.47503414
59003,2021,LPC,Brea Huang Sami,12361,30.4,no,no,3.525848665,-2.22034597
59003,2021,CPC,Likky Lavji,9104,22.4,no,no,-10.73604921,-11.34033117
59003,2021,PPC,Marcella Williams,1290,3.2,no,no,-1.680496868,-1.73707293
59003,2021,GPC,Maureen Curran,1175,2.9,no,no,-2.483723729,0.569470842
59004,2021,CPC,Todd Doherty,25771,50.8,yes,yes,17.66395079,17.05966883
59004,2021,NDP,Audrey McKinnon,10323,20.4,no,no,-8.923430121,2.575034136
59004,2021,LPC,Garth Frizzell,8397,16.6,no,no,-10.27415133,-16.02034597
59004,2021,PPC,Jeremy Gustafson,4160,8.2,no,no,3.319503132,3.26292707
59004,2021,GPC,Leigh Hunsinger-Chang,1844,3.6,no,no,-1.783723729,1.269470842
59005,2021,CPC,Dan Albas,30563,47.6,yes,yes,14.46395079,13.85966883
59005,2021,NDP,Joan Phillip,13813,21.5,no,no,-7.823430121,3.675034136
59005,2021,LPC,Sarah Eves,13291,20.7,no,no,-6.174151335,-11.92034597
59005,2021,PPC,Kathryn Mcdonald,4788,7.5,no,no,2.619503132,2.56292707
59005,2021,GPC,Brennan Wauters,1755,2.7,no,no,-2.683723729,0.369470842
59006,2021,CPC,Mark Strahl,23987,46,yes,yes,12.86395079,12.25966883
59006,2021,NDP,DJ Pohl,13927,26.7,no,no,-2.623430121,8.875034136
59006,2021,LPC,Kelly Velonis,8851,17,no,no,-9.874151335,-15.62034597
59006,2021,PPC,Rob Bogunovic,4004,7.7,no,no,2.819503132,2.76292707
59006,2021,GPC,Arthur Green,1391,2.7,no,no,-2.683723729,0.369470842
59007,2021,LPC,John Aldag,20877,39.2,yes,no,12.32584867,6.57965403
59007,2021,CPC,Tamara Jansen,19223,36.1,no,yes,2.96395079,2.359668833
59007,2021,NDP,Rajesh Jayaprakash,10587,19.9,no,no,-9.423430121,2.075034136
59007,2021,PPC,Ian Kennedy,2563,4.8,no,no,-0.080496868,-0.13707293
59008,2021,LPC,Ron McKinnon,21454,38.5,yes,yes,11.62584867,5.87965403
59008,2021,CPC,Katerina Anastasiadis,16907,30.3,no,no,-2.83604921,-3.440331167
59008,2021,NDP,Laura Dupont,14982,26.9,no,no,-2.423430121,9.075034136
59008,2021,PPC,Kimberly Brundell,2373,4.3,no,no,-0.580496868,-0.63707293
59009,2021,NDP,Gord Johns,30612,44.2,yes,yes,14.87656988,26.37503414
59009,2021,CPC,Mary Lee,22181,32,no,no,-1.13604921,-1.740331167
59009,2021,LPC,Susan Farlinger,9276,13.4,no,no,-13.47415133,-19.22034597
59009,2021,GPC,Susanne Lawson,3590,5.2,no,no,-0.183723729,2.869470842
59009,2021,PPC,Robert Eppich,3467,5,no,no,0.119503132,0.06292707
59010,2021,NDP,Alistair MacGregor,26968,42.8,yes,yes,13.47656988,24.97503414
59010,2021,CPC,Alana DeLong,17870,28.4,no,no,-4.73604921,-5.340331167
59010,2021,LPC,Blair Herbert,10320,16.4,no,no,-10.47415133,-16.22034597
59010,2021,PPC,Mark Hecht,3952,6.3,no,no,1.419503132,1.36292707
59010,2021,GPC,Lia Versaevel,3922,6.2,no,no,0.816276271,3.869470842
59011,2021,LPC,Carla Qualtrough,22105,42.3,yes,yes,15.42584867,9.67965403
59011,2021,CPC,Garry Shearer,17695,33.8,no,no,0.66395079,0.059668833
59011,2021,NDP,Monika Dean,9591,18.3,no,no,-11.02343012,0.475034136
59011,2021,PPC,Paul Tarasenko,1291,2.5,no,no,-2.380496868,-2.43707293
59011,2021,GPC,Jeremy Smith,1244,2.4,no,no,-2.983723729,0.069470842
59026,2021,NDP,Randall Garrison,28056,42.8,yes,yes,13.47656988,24.97503414
59026,2021,LPC,Doug Kobayashi,14466,22.1,no,no,-4.774151335,-10.52034597
59026,2021,CPC,Laura Anne Frost,13885,21.2,no,no,-11.93604921,-12.54033117
59026,2021,GPC,Harley Gordon,5891,9,no,no,3.616276271,6.669470842
59026,2021,PPC,Rob Anderson,2995,4.6,no,no,-0.280496868,-0.33707293
59012,2021,LPC,Ken Hardie,21350,45.2,yes,yes,18.32584867,12.57965403
59012,2021,CPC,Dave Hayer,14553,30.8,no,no,-2.33604921,-2.940331167
59012,2021,NDP,Raji Toor,8960,19,no,no,-10.32343012,1.175034136
59012,2021,PPC,Amrit Birring,1284,2.7,no,no,-2.180496868,-2.23707293
59012,2021,GPC,Perry DeNure,892,1.9,no,no,-3.483723729,-0.430529158
59013,2021,CPC,Frank Caputo,30281,43,yes,no,9.86395079,9.259668833
59013,2021,NDP,Bill Sundhu,20431,29,no,no,-0.323430121,11.17503414
59013,2021,LPC,Jesse McCormick,12717,18.1,no,no,-8.774151335,-14.52034597
59013,2021,PPC,Corally Delwo,4033,5.7,no,no,0.819503132,0.76292707
59013,2021,GPC,Iain Currie,2576,3.7,no,no,-1.683723729,1.369470842
59014,2021,CPC,Tracy Gray,30409,45.3,yes,yes,12.16395079,11.55966883
59014,2021,LPC,Tim Krupa,17767,26.5,no,no,-0.374151335,-6.12034597
59014,2021,NDP,Cade Desjarlais,12204,18.2,no,no,-11.12343012,0.375034136
59014,2021,PPC,Brian Rogers,4688,7,no,no,2.119503132,2.06292707
59014,2021,GPC,Imre Szeman,2074,3.1,no,no,-2.283723729,0.769470842
59015,2021,CPC,Rob Morrison,28056,43.2,yes,yes,10.06395079,9.459668833
59015,2021,NDP,Wayne Stetski,23986,36.9,no,no,7.576569879,19.07503414
59015,2021,LPC,Robin Goldsbury,5879,9,no,no,-17.87415133,-23.62034597
59015,2021,PPC,Sarah Bennett,4467,6.9,no,no,2.019503132,1.96292707
59015,2021,GPC,Rana Nelson,2577,4,no,no,-1.383723729,1.669470842
59016,2021,CPC,Tako Van Popta,28643,45.7,yes,yes,12.56395079,11.95966883
59016,2021,LPC,Kim Richter,16565,26.4,no,no,-0.474151335,-6.22034597
59016,2021,NDP,Michael Chang,12288,19.6,no,no,-9.723430121,1.775034136
59016,2021,PPC,Rayna Boychuk,3341,5.3,no,no,0.419503132,0.36292707
59016,2021,GPC,Kaija Farstad,1798,2.9,no,no,-2.483723729,0.569470842
59017,2021,CPC,Brad Vis,18908,43.8,yes,yes,10.66395079,10.05966883
59017,2021,LPC,Geet Grewal,10598,24.5,no,no,-2.374151335,-8.12034597
59017,2021,NDP,Lynn Perrin,8709,20.2,no,no,-9.123430121,2.375034136
59017,2021,PPC,Tyler Niles,3073,7.1,no,no,2.219503132,2.16292707
59017,2021,GPC,Nicole Bellay,1887,4.4,no,no,-0.983723729,2.069470842
59018,2021,NDP,Lisa Marie Barron,19826,28.8,yes,no,-0.523430121,10.97503414
59018,2021,CPC,Tamara Kronis,18627,27.1,no,no,-6.03604921,-6.640331167
59018,2021,GPC,Paul Manly,17640,25.7,no,yes,20.31627627,23.36947084
59018,2021,LPC,Michelle Corfield,9314,13.5,no,no,-13.37415133,-19.12034597
59018,2021,PPC,Stephen Welton,3358,4.9,no,no,0.019503132,-0.03707293
59019,2021,NDP,Peter Julian,24054,48.8,yes,yes,19.47656988,30.97503414
59019,2021,LPC,Rozina Jaffer,11685,23.7,no,no,-3.174151335,-8.92034597
59019,2021,CPC,Paige Munro,9710,19.7,no,no,-13.43604921,-14.04033117
59019,2021,GPC,David Macdonald,2035,4.1,no,no,-1.283723729,1.769470842
59019,2021,PPC,Kevin Heide,1840,3.7,no,no,-1.180496868,-1.23707293
59037,2021,NDP,Rachel Blaney,23833,39.5,yes,yes,10.17656988,21.67503414
59037,2021,CPC,Shelley Downey,21670,36,no,no,2.86395079,2.259668833
59037,2021,LPC,Jennifer Grenz,7922,13.1,no,no,-13.77415133,-19.52034597
59037,2021,GPC,Jessica Wegg,3656,6.1,no,no,0.716276271,3.769470842
59037,2021,PPC,Paul Macknight,2795,4.6,no,no,-0.280496868,-0.33707293
59020,2021,CPC,Mel Arnold,33626,46.4,yes,yes,13.26395079,12.65966883
59020,2021,NDP,Ron Johnston,13929,19.2,no,no,-10.12343012,1.375034136
59020,2021,LPC,Shelley Desautels,13666,18.9,no,no,-7.974151335,-13.72034597
59020,2021,PPC,Kyle Delfing,7209,10,no,no,5.119503132,5.06292707
59020,2021,GPC,Andrea Gunner,3967,5.5,no,no,0.116276271,3.169470842
59021,2021,LPC,Jonathan Wilkinson,26756,45.1,yes,yes,18.22584867,12.47965403
59021,2021,CPC,Leslie (Les) Jickling,16671,28.1,no,no,-5.03604921,-5.640331167
59021,2021,NDP,Tammy Bentz,11750,19.8,no,no,-9.523430121,1.975034136
59021,2021,GPC,Archie Kaario,2598,4.4,no,no,-0.983723729,2.069470842
59021,2021,PPC,John Galloway,1545,2.6,no,no,-2.280496868,-2.33707293
59022,2021,CPC,Marc Dalton,19371,36.7,yes,yes,3.56395079,2.959668833
59022,2021,NDP,Phil Klapwyk,16869,31.9,no,no,2.576569879,14.07503414
59022,2021,LPC,Ahmed Yousef,13179,24.9,no,no,-1.974151335,-7.72034597
59022,2021,PPC,Juliuss Hoffmann,2800,5.3,no,no,0.419503132,0.36292707
59023,2021,NDP,Bonita Zarrillo,19367,37.2,yes,no,7.876569879,19.37503414
59023,2021,CPC,Nelly Shin,16605,31.9,no,yes,-1.23604921,-1.840331167
59023,2021,LPC,Will Davis,14231,27.3,no,no,0.425848665,-5.32034597
59023,2021,PPC,Desta McPherson,1766,3.4,no,no,-1.480496868,-1.53707293
59024,2021,CPC,Bob Zimmer,29882,60.7,yes,yes,27.56395079,26.95966883
59024,2021,NDP,Cory Grizz Longley,6647,13.5,no,no,-15.82343012,-4.324965864
59024,2021,PPC,Ryan Dyck,5138,10.4,no,no,5.519503132,5.46292707
59024,2021,LPC,Amir Alavi,4236,8.6,no,no,-18.27415133,-24.02034597
59024,2021,GPC,Catharine Kendall,1661,3.4,no,no,-1.983723729,1.069470842
59024,2021,Other,David Jeffers,1580,3.2,no,no,3.092298147,3.049685131
59025,2021,LPC,Wilson Miao,13440,39.3,yes,no,12.42584867,6.67965403
59025,2021,CPC,Alice Wong,12668,37.1,no,yes,3.96395079,3.359668833
59025,2021,NDP,Sandra Nixon,6196,18.1,no,no,-11.22343012,0.275034136
59025,2021,GPC,Laura Gillanders,1109,3.2,no,no,-2.183723729,0.869470842
59025,2021,PPC,James Hinton,748,2.2,no,no,-2.680496868,-2.73707293
59027,2021,GPC,Elizabeth May,24648,37.6,yes,yes,32.21627627,35.26947084
59027,2021,CPC,David Busch,14775,22.5,no,no,-10.63604921,-11.24033117
59027,2021,LPC,Sherri Moore-Arbour,12056,18.4,no,no,-8.474151335,-14.22034597
59027,2021,NDP,Sabina Singh,11959,18.3,no,no,-11.02343012,0.475034136
59027,2021,PPC,David Hilderman,1943,3,no,no,-1.880496868,-1.93707293
59028,2021,NDP,Taylor Bachrach,15921,42.6,yes,yes,13.27656988,24.77503414
59028,2021,CPC,Claire Rattee,13513,36.1,no,no,2.96395079,2.359668833
59028,2021,PPC,Jody Craven,2888,7.7,no,no,2.819503132,2.76292707
59028,2021,LPC,Lakhwinder Jhaj,2866,7.7,no,no,-19.17415133,-24.92034597
59028,2021,GPC,Adeana Young,1406,3.8,no,no,-1.583723729,1.469470842
59029,2021,NDP,Richard Cannings,27595,41.3,yes,yes,11.97656988,23.47503414
59029,2021,CPC,Helena Konanz,23675,35.5,no,no,2.36395079,1.759668833
59029,2021,LPC,Ken Robertson,8159,12.2,no,no,-14.67415133,-20.42034597
59029,2021,PPC,Sean Taylor,4866,7.3,no,no,2.419503132,2.36292707
59029,2021,GPC,Tara Howse,2485,3.7,no,no,-1.683723729,1.369470842
59030,2021,CPC,Kerry-Lynne Findlay,24158,42.5,yes,yes,9.36395079,8.759668833
59030,2021,LPC,Gordie Hogg,22166,39,no,no,12.12584867,6.37965403
59030,2021,NDP,June Liu,8395,14.8,no,no,-14.52343012,-3.024965864
59030,2021,PPC,Gary Jensen,2186,3.8,no,no,-1.080496868,-1.13707293
59031,2021,LPC,Parm Bains,16543,42.5,yes,no,15.62584867,9.87965403
59031,2021,CPC,Kenny Chiu,13066,33.5,no,yes,0.36395079,-0.240331167
59031,2021,NDP,Jack Trovato,7525,19.3,no,no,-10.02343012,1.475034136
59031,2021,PPC,Jennifer Singh,955,2.5,no,no,-2.380496868,-2.43707293
59031,2021,GPC,Françoise Raunet,860,2.2,no,no,-3.183723729,-0.130529158
59032,2021,LPC,Randeep Sarai,16862,43.9,yes,yes,17.02584867,11.27965403
59032,2021,NDP,Sonia Andhi,10627,27.7,no,no,-1.623430121,9.875034136
59032,2021,CPC,Tina Bains,8094,21.1,no,no,-12.03604921,-12.64033117
59032,2021,PPC,Joe Kennedy,1539,4,no,no,-0.880496868,-0.93707293
59032,2021,GPC,Felix Kongyuy,838,2.2,no,no,-3.183723729,-0.130529158
59033,2021,LPC,Sukh Dhaliwal,19721,53.9,yes,yes,27.02584867,21.27965403
59033,2021,NDP,Avneet Johal,9536,26,no,no,-3.323430121,8.175034136
